text,gender
i feel the tears going down my checks im trying so hard not to think of what the doctors keep saying but its hard,1
time to take my anger out on the gym_٪_ջ_ُ_,1
quality fubu the collection mens shirt side vents check print 100% cotton  xxxl https://t.co/vkdhtx1li4 https://t.co/66gueyiks4,1
the always-awesome laura_hudson nails it. the walking dead is good again.  https://t.co/10qpxkgj8l,0
i only have one question: have you been asleep all through the concert and made that all up or were you on drugs? https://t.co/mtnwmrasbj,1
"stark in the streets, dothraki in the sheets.",1
that'll put me in a great mood for the rest of the day ,0
"we have friends coming to stay this week, so we've cracked open the halloween decs. although oscar_ https://t.co/rk50mgs6pu",1
"noah's sister just called him a ""fucking brat"" because she's the best. theaffair",1
kenna pass class captain dude is the principal _______,0
"top 5 independent watches of the year, feat. our exclusive laurentferrier: https://t.co/aqx4sodjuxvia hautetime https://t.co/7y6mw7idd2",1
have you been following the imperfect  mom confessionals? love this from yourvibrantfamily &amp; busybeingblessed https://t.co/jxgxl5ft5n,1
am i the only one who sees yunho in hoya...,0
if i stop tweeting my battery has died or the lab has exploded,0
cammeekins the fuck man.. what happened to the lamp city days? you sold out faster than i expected..,0
it's gotten to the point where i love taylor swift so much as a person that i forget that she can actually sing too,1
eliminate the risk &amp; attain higher achievement by avoiding the 7 deadly sins of project mgmt - join us here pmot https://t.co/5i0udl5aky,0
"like the old cartoon song says....""don't ya put it your mouth"" says the wto about everything. living will kill you i guess.",0
"sometimes the depth we find in others makes it impossible to hide our damage, but instead forces us to refine it into definition",0
is  the movies watching paranormalactivity ___,0
people say im stupid for what i do but im suppose to be on hush when yall do the same shit. fuck no,1
walking with the best person ever kaileimadison,0
"melosmuse i was just about to say that my stomach is not sensitive, but the bug i had this weekend is making me look at everything sideways",1
"yelp reviews for barber shops are the most unhelpful thing, every review is a 5 or 1 star. no in between.",0
look of the day pastel colours۪ https://t.co/i8nq9d4gok on bloglovin,1
lukeisnotsexy i wish you would notice me bc i know you and we went to the same primary school and its so exciting im crying,1
what the actual fuck is this  https://t.co/wb8dih9kvs,1
"a sabre-tooth tiger by daniel, age 5 and a half. inspired by our trip to the natural history museum,_ https://t.co/hyhynqiylx",1
"on page 311 of 387 of the martian, by andy weir https://t.co/j62o0qlnwc",0
"majonoshison ""i-i see..like this?"" following her words, crona would do as instructed, stumbling only slightly when it came to the pivoting-",1
the boys manners came out letting girls get food first,1
generate leads with the new twitter app. https://t.co/bu8o7kjagc homebusinessentrepreneur workfromhome mlm https://t.co/bk4avstry9,1
"mgsisk this should be on their about page. the whole question, that's it.",1
where do you even find the time https://t.co/koc8awcgff,0
when the booty dont taste good  callum_dickson https://t.co/ntthsxzzaa,0
doctors think you got all the time in the world to sit in a small dry ass room,1
"morggray i know like srsly what??? one day the special was ""mile high meat loaf sandwiches"" wtf is that",1
odin_dex nah because you making it out like we are the bad guys we did nothing wrong,0
"""baseball"" is in quotes there because it's the name of a wkrp episode, not because it's an alien term to me. even though it kind of is.",0
4nnakitty i feel it i'd do the same,0
barstooljj keegs141 does janice's situation change if the genders were reversed. asking for a friend,0
the struggle of trying to slow dance with your boyfriend when he's like 6'2 and your only 5'2 is to real,1
everyone come out to cbac  7:00 to witness the 3rd edition of the olathe derby_ِ___ sweepsouth,0
"everydaydayiloveyou forevermore
weep with the heroine۪s desperation.

pushawardslizquens",1
pg_esam what's his best air move? is it reliable against characters with good air game? i get juggled in the air way too much.,1
just whipped up the fye blackened fish salad __,1
"""dc 10 with dc and the gottenburg!!"" youtube - https://t.co/wwgpzmvubi",0
"everydaydayiloveyou forevermore
weep with the heroine۪s desperation.

pushawardslizquens",1
this wan an improvement from all the other roasting videos https://t.co/pti1nvcmdf,1
shannon better hop the fuck up out those feelings.,1
"everydaydayiloveyou forevermore
weep with the heroine۪s desperation.

pushawardslizquens",1
"everydaydayiloveyou forevermore
weep with the heroine۪s desperation.

pushawardslizquens",1
there's nothing to indicate that's how things will play out over the course of the season and through the playoffs.,0
"nbaseason is back , let the lion roar &amp; roster stay healthy kingjames https://t.co/ektptp5kgc",0
"teganrich the only thing that makes us the same is the subscription sampling, we can't be any more different. we do not focus on retail",1
vintageannie11 never mind her i want some bloody whisky if it carries on haha!! thank god for the vibrating bouncy chair is all i can say!,0
"everydaydayiloveyou forevermore
weep with the heroine۪s desperation.

pushawardslizquens",1
"everydaydayiloveyou forevermore
weep with the heroine۪s desperation.

pushawardslizquens",1
the fucking ignorance of people at school actually makes me sick https://t.co/5dqrk2vasw,1
julienickart the student loans must be ridiculous!,1
"when you have no plans for halloween, oh wait netflix is the plan __",0
"the million that realdonaldtrump got from his dad would be worth a gazillion today with inflation. 

he's lost trillions!!!

trump2016",0
run - bring me the horizon,0
stats for the day have arrived. 2 new followers and no unfollowers : via https://t.co/vhlxf1ucct.,1
didn't keep up with tech news last week? here are the five biggest things you missed: https://t.co/0wlolzyyn5 businesstech,0
what a waste it is to feel good about yourself if no one thinks you are worth the time?,1
how the hell does a pikachu damage arceus,0
the real rick ross is not rapper  https://t.co/egcm8boxmh,0
when you see the booty__ https://t.co/rq72sqimm4,1
somedays you spend the majority of your day in bed with christmas lights on while attempting homework atleastishowered,1
strigoibolivar - for the right moment to strike*,1
i'm finna have the whole hood wearing dickie suits again.,0
broseffdylan ahh well you are associating with the bestie therefore interview __ get excited,1
"ugh i can imagine all the ""krashlyn"" shippers going wild after seeing this https://t.co/ackz9bqpek",1
nourryz i love the boys but their music doesn't dominate all other artists_,0
bbclaurak now lady hollis. if she wins this it will scupper the bill?,0
late night shout out to ms.cobbler aka malpapadam if she's not already passed out from all the barley and cupcakes.,0
colt revolvers the world's right arm rustic nostalgic tin metal sign new https://t.co/xg3a3p6y6c https://t.co/oqnppouszm,1
gym is the best therapy,0
i've called dinner 3 times and no one has appeared. wondering whether to disconnect the wifi or trip all the upstairs sockets...,1
"oh it's u
onedirection artist of the year amas
onedirection favorite duo or group - pop/rock amas",0
them hoes clean_ https://t.co/sz3kopide1,0
who built the pyramids??? why were they built and whats  their purpose right now?  ....light_questionz,0
discover seven of the best doggy-style positions: https://t.co/h4mmplfa39 https://t.co/zjl9skrvgi,1
mondesi's lhb and position flexibility would be a strength over rhb colon v.heavy rhp mets. a huge huge test this last in the game though.,0
wvvvxs it's the best feeling ever bro lol,0
"which bond took out the most, martinied the most and seduced the most? here's a fun graph. lazenby was a hound. https://t.co/lf9xmdouk8",0
i remember dongho is the one who fought with seungho in a game that caused him to have a problem with his back *sigh* my panda grandpa,1
the gannets of muriwai nz with nisicarol1 great place to visit when in localauckland auckland_nz https://t.co/v8hl3i6rfe,0
theclemreport that looks a little dark. they skimped you on the cream,0
spencerhuntosu undertaking the monumental task of confirming my attendance with only 140 characters of possible communication lanternclass,0
amazingsivan livelysugg dxbrevsmolder oakleysnutella joe_sugg the shade the drag,0
"there is an amazing-looking igbo village located in staunton, virginia, usa. the washington_ https://t.co/oroweb18x3",0
qmd ir ao rock in rio 2016 para ver the weeknd,1
one day no maintenance will happen and all the stored database information will be sold tadah. i might really try journal now,1
notjoshearnest when i went to college you had to have an above standard gpa to get in. isn't that the case anymore? or do the go by color?,0
hot off the grille. vintage automotive hotrod https://t.co/qfpr8jlqcj,0
still probably not going to the super bowl,0
maddisont2376 justindbvoter the lyrics video or the mv i'm not sure but he held your record for the fastest video to reach 1m likes.,1
"jackyalcine rent all of moscone, get a permit to shut down the street in-between the different buildings, fill it with 100k people.",0
enaml woow plz don't ask me to violate the rules..,0
"maddydiemer woah we tweeted the same thing, twins",1
adele hits you right in the feels,0
girlonutd i still don't know. there was definite movement of the arm but can't tell whether it was more arm or chest.,0
tmfansupport what is the presale code for the us bank arena emotional roadtour?,1
i dont understand how a passport was issued by the indian officials for one of the most wanted criminals since 20 years? chotarajan,1
lunar mana-the polished renewable mastery remedial of realm power: wkyoe,1
the main strength relative to that be a elfdom shopper: kck,1
excited to see kevinwatson at the bishop's symposium this week! johnwesley classmeeting discipleship holylife,0
"english mustard is the best condiment in the world, discuss",0
"supremeproducts  check out the new saddlery now open westmidsaddlery , everday bargains in store and online",0
nba we play for that moment when the games tied up and time's running down. we do it for the big play. thisiswhyweplay sweepstakes,0
i almost got ran over by the valet_,1
the invisible superhero https://t.co/hremu3ae5z,1
*non-spoiler alert* i can't believe that thing happened to my favorite character in last night's episode of that popular show!,0
"easy, easy
pull out your heart
to make the being alone
easy, easy",0
everybody's got nice/pretty eyes these days. is that the only thing we can ever compliment people with.. smh,0
tisanb who sang the jagaban song?,0
"rodbelgrave pabmanjo 

the workers, the suppliers, the local businesses all reliant on that steelworks....they can all move eh- wankers!",0
if impl.of a compassion strategy becomes about the  we've missed the point lsbucip-this is hearts&amp;minds juneinhe https://t.co/rmfytadt0y,1
uhohmamamia i'm coming to see her soon! the next time you have her. awh. omg. ___,1
"when people used to say ""woke"" i just assumed they just woke up. stfu with the gay slang.",0
breaking renton motorcycle officer hit by a car -- on the way to harborview in critical condition. kiro7seattle,1
irisleah94 just showing everybody the true side of you,1
haggisadele seemed to be under control and he was talking to the paramedics. fingers crossed.,0
the leverage in re utilization the transcendently fortunate organ signs manchester: bqa,1
onlybignaturals: titfuckingheaven: big breasted hotties looking to hookup:_ https://t.co/w51q6de4xk for the best b_ https://t.co/pviik9r3wy,1
click to win hellraiser: the scarlet box on blu-ray with heyuguys https://t.co/afsq2qgb1q https://t.co/hmq5wzl3g2,1
kiimboog throw the  kim,1
discreetlatino it's like 5 min from mine. i'm going to start hanging out with your brother on the reg.,0
"jack and jack maybe i can not be the best fan, but i love you so much and i will always support you",1
here is the only secret thatcan make you succesful on and withsocial media https://t.co/pyfi4awr52,1
"nicorafa54 thanks for the unkind words, signed guy you follow on twitter.",0
"the invisible superhero https://t.co/1dfqo3jhal gameinsight, android, androidgames, ipad, ipadgames, openfollow, teamfollowback, 2_",0
bloody hell i try leave later and i'm still the first one here,1
"sadelain: what is next? new targets, increased potency, combinatorial therapies and a next gen car coming to the clinic next year tmm15",1
also super grateful i've never drawn su fanart because lord knows the world would be over if i used the wrong skin shades or hair textures,1
"cherokee syllabary - wikipedia, the free encyclopedia https://t.co/ypmtp7jj5s",1
if i was in o'brien's presser i'd ask why he was running arian foster in the fourth quarter of a blowout loss... texans,0
just messed up my chances of having a potential plug for the weekend __,1
11/1/15 enter the https://t.co/hlh1lyh8st giveaway to win a $500 visa gift card! giveaway sweepstakes  https://t.co/e0wkrtx6wt,0
".senbookerofc, senatormenendez stopcisa! keep our private data out of the hands of insecure government agencies https://t.co/dnzrqdihdo",1
withthemoonblog i'm not at the spectre premiere either. just so you know.,1
i hope i'm not the only girl who wakes up one morning and none of my jeans fit _,1
you always gotta be prepared for the twitter videos that start moaning,0
stormin' the castle with jeffthebrotherhood! jeffbrotherhood infinitycat infinitycat vinyl https://t.co/ij9o0bbwy9,0
i have a blister the size of a quarter on the bottom of my foot :,1
join the labour party and become a lord. get good at abstaining. spineless tossers.  only vermin wear ermine. taxcredits,0
klaus is gonna be leering at them from across the street kengoku? that's not weird. theoriginals,1
"i'll be thinking about you every night 
disappointed cause the shit you did the last day",0
whatsapp's co-founder exlpains how the iconoclastic app got huge while staying so small https://t.co/7zjp1y3obi,0
the one spanish class i need is all filled up :',1
dyn_porn id follow that shit to the ends of the earth _ !!!,0
where the hell is lolisa _,1
happy birthday to my oga at the top ukenyatta mypresident,0
pick the piece watch out other seem touching teak computerized typesetting: xiyqmj,0
"assuming donald trump got his $1m loan when he was 18, it's the equivalent of $7,675,645.16 today.",0
finally getting round to watching the lesmisofficial 30th anniversary finale!!! so excited!!! _ __,1
so hard to be positive when life isn't going the way you planned,0
unclutching aweeeee well then how in the world did i end up in your following list? _,1
prepaid mobiles ___ the phoenix decoction on mark down expenses anent prepaid services: cjl,1
z100newyorkif i got the  z100futurenow chance to hang w/ demilovato &amp; nickjonas would be amazing!! i love them both,1
return a verdict the overwhelm step forward jar for yours preferred curtain near the tunk anent high mortise!: gkq,1
justinjwelch28 the struggle hahaha i have a skinner and guy hook in my truck all the time,0
the amount of money that i am blowing this month .. brb kill myself,1
"rt1959 well since we work the bar and hotel together.. you might want to follow me, improves communications and my drink orders. lol",1
the inside story of how chicago built the dearborn street bike lane https://t.co/oemvnybqkn,0
presenting mastership annual-other self washroom claim macrocosm in point of the benefits pertinent to present-...,1
"capygames microsoft banned you speaking about below coming to ps4!? why can't you answer beyond the robotic ""simultaneous to pc &amp; xbone""",0
davidbraben what about your not-as-impressive effort of porting the game to os x? classic fd.,0
my ex gave the best morning text or maybe i just got so use to them,1
"ekpegaur haha, next time gift the person half a joint who scolds you and ask him/her to come office on time the next day :p anubomb",0
getting so sick in the bathroom and the girl in the stall beside me is eating carrots or an apple like you're so nasty,1
jeff_gluck i'm in that group. i guess the good news is i'll wait five years to be disappointed again as opposed to my annual disappointment,0
the mining married love as for online tissue stores inflowing latter years: ngl,0
photo by kikeo: a great white shark smiles for the camera while swimming off the coast of mexico. by natgeocreat_ https://t.co/bcnfwaphro,0
thank you hardfightingsoldier for the top! you even guessed my favorite colors! _٪_ُ__ love_ https://t.co/tuorama3zz,1
marinasdiamonds redefined the word 'performing' last night https://t.co/2fc7ky4bkk,1
feeling in the mood for a bit of writing - vellum pilot back on track!!! elliotmphotos sgfgee marinalouisax  ghostmedialtd tvseries,0
w/ me it's different let me show you the difference,1
"everything in the past was better, stronger and more efficient. take me back! bdib",1
"the inside story of surface book, microsoft۪s next big thing https://t.co/ivhg7nuxth via wired",0
"tomlinhxrry hope you have the most amazing night tonight &amp; im praying the boys notice you &amp; your sign, you truly deserve it_՝_՝",0
the moon tonight though...,1
connecticut - i will be at comixmohegansun this friday &amp; saturday.  i will be the one in costume telling dick jokes.,1
15 times people use selfie sticks the wrong way https://t.co/hog8zgnyuw,1
when you have the best cousin ever _arleneaguero ___,1
this is the second to last shot of the swamp. i loved this spot so much and i can't wait to go back_ https://t.co/nccmbkp1qk,1
"chitlesh i'm thinking more of the vendor perspective as in ""they have the switches/features/support/etc, are they using them""",0
how i get the weekends off __,1
dawg this really the last week of october.,1
what are the most common mistakes made by venture capitalists? https://t.co/e3k8yb1uug,0
makes my heart happy when both the cat and dog cuddle with me while i'm laying in bed _,1
it's been 10 minutes and there's still no one in the electronics department to help......,1
the best looks from paris fashion week: fall 2015 https://t.co/tkvlzgmffx via harpersbazaarus,1
fantastic launch by snapdeal all apps now run smoothly on oneplus one thanks to the quad core processor! https://t.co/2yma7r3pcu 4741,0
nyrrvirtualtrainer i truly wanna be there and enjoy the most !,0
iphone apple deals https://t.co/grr0esiurt 6640 belkin wemo switch the iphone home remote nib new: ... https://t.co/qh0ojgkzwo,1
the big sleazy۪s insane governor۪s race https://t.co/wm3pxicedt via thedailybeast,0
"""cpd would you kill me? for see the scene would be obscene to see someone of my color shot down in cold blood no one would say 'so what'""",0
lovely model mast_urabting outdoors in the backyard https://t.co/qkxpbwlw1o,1
glamwalker45 thanks for the follow :-,0
don67428 arabieila can i see the pic,0
"chrissyatc by the way, you can obviously also dm me. the more detailed, the more detailed ill be in yours if that even makes sense",1
i hate when i'm looking threw twitter and i come upon someone i'm following but never hit the follow button for... immediate unfollow ..,0
teamprincen the options should b mandana n prince instead of digangana n prince,1
"harry_styles
your beautiful voice never
fails to amaze me. i'm so
excited for the new album
mind following me please?
i love you_ٍ_ٍ_ٍ171.064",0
"subdued the current archwitch ""parentalia""! https://t.co/gyv8ta7aic valkyrie crusade",0
"i don't have the outfit picked out, but i do have my hairstyle picked out!",1
i just entered the quality. time. instant win game &amp; sweepstakes from landsend! https://t.co/gjatpzqirp,1
twitter just changed the live-tweeting game forever - my primetime outlet https://t.co/psmkk4ttne,0
the impudence of rabiu kwakwanso and his fulani brothers - by ffk: written by femi fani-kayode...read below..i... https://t.co/cdmmlhzgbe,0
why are most of the dk3 covers just the same old scenes from original dark knight over &amp; over instead of reflecting the new series content?,0
the collection is growing __ no of course i don't listen to them.. i just keep em on my wall bc yolo _ https://t.co/ogeehwgy4v,0
"a saudi prince is a florida man with money.  allegedly.
https://t.co/xyq80xtwax",0
"but either way, we're literally exploiting the poor to produce more vanity.",1
when i drive i like to look at my defender in the eyes and say and1,0
i need you the most,1
so excited for the weekend_,1
"madeleine this aint the time

hope is goin on a journey",1
dnastysack yung_teejay i don't get the joke __٪,1
definitely the smell of green and oranges on this train. that's a fragrance glade hasn't cornered in the market.,1
maximize the fun on the akumal beach with kids https://t.co/koc42xqihf,0
oh my! the things that regyates had to deal with and hear whilst in russia was unbelievable! that country need to reevaluate their views!,1
can it just be the weekend already __ُ_,1
visited the beautiful normanton church today and decided to test out the double exposure feature on my 6d... https://t.co/teta9nmk2q,1
the mr g x hotline bling is definitely the best,0
listening to the jojo disney mix to get hype b4 wdw \o/,0
"kingfisher: kban2011 has added a photo to the pool:
 https://t.co/ipccx7zuda",0
emmacmodel hello babygirl!! i miss you!!! are you going to the prpawards next week??? x,1
even if the media doesn't give his campaign a proper coverage. they seem to only be concerned with clinton.,0
having slight feelings for people you shouldn't is the worst,1
i'd cut him some slack . give him a chance to redeem himself . pay for the meal and be on my way ....  https://t.co/w5h9loat8w,1
to tell you the truth that is an awful lie. on number 5 at copper creek golf course in farmington_ https://t.co/h1qthkvui9,0
rockyroark it doesn't seem to matter since they select what is featured on the site. it all depends on when you promote it via social media,0
i saw the boys for the second time 6.11.13 and it's nearly coming up to that date __,1
"check out the largest pink diamond to ever be auctioned, price tag starts at 15m: it's called a rare 'fancy v... https://t.co/njxezxpxey",0
i need help guys which page was the costume party when mara was wearing the green emerald dress in mara dyer?,1
"do all things through love, even if it hurts, or seems unfair; for in the end, love will conquer all.",0
you know when you come n see 1d n you're front row and they don't let you over the white line _ https://t.co/5hubxwwxwx,1
"kaijday haha, i wouldn't panic. sheffield united on the other hand should be quaking in their boots.",0
iambella___ ayo go to the 215 exposure page,1
"michaelnorman74 oh wow, keen eye! any pics of the product up close? interested in his choice haha",1
in my dreams the next superhero show is lead by a woman of colour and the flarrow producers have nothing to do with it,1
i hope my mom recorded the new treehouse of horror.  i also just hope that it's a good one,0
"pied wagtail: chrispenrice has added a photo to the pool:

pied wagtail morecambe bay https://t.co/eqmjvhslyn",0
get off the man dick __ sheesh  https://t.co/70yqf3lx4h,0
"the walking dead be having me like ""how the hell did that when..."" ""where did those zombies come from""",0
01/2011: a plan to reintroduce blackfish morgan is submitted by the freemorgan foundation https://t.co/whbzsvqpvl https://t.co/9dy4d2mjs4,0
"never had a bitch or nigga that was down for the kid, that's so straight tho _",1
the natural enemy of the robot is hippies!,0
i get uncomfortable if more than 7 people in the room shop at whole foods and only whole foods,0
was sorely disappointed when i arrived for the great south african bake off and no one even had rizla. had to maul on a cake tray. tf,0
minhazmerchant there's a palpable improvement in the economy &amp; no scams at all... will strongly disagree with mr. shourie here.,0
"vote5sos who's right who's wrong who really cares the fault, the blame, the pain's still there",0
vfinch sternshow the show be called howard and friends,0
"the ""may i fix your computer"" headshot actorslife nycactor headshots https://t.co/6b0xmffrms",0
where the hell did october go? halloween is already this weekend. _,1
hellooooo from the outsiiiiiiide,0
saturday can't come soon enough. can't wait for the rwcfinal to hopefully see the allblacks lift that cup! teamallblacks rugbyworldcup,1
i don't mess around with people from the thumb of namibia. fuck around and wake up next to a crocodile,0
mcnarnia judecomputer ban the east coast,0
the twins of table mountain and other stories by bret harte https://t.co/2mmkfe4ynd https://t.co/gcebnm3cfe,1
there is not enough coffee in the world to make today manageable.,1
jacksonkjr okay. that's right. i was wondering why if we were the higher seed that we played at home first instead of second.,0
blood on the money by future  https://t.co/tislg7xhj2,0
i'm hoping the five year sanctioning agreement will help nascar make the schedule more diverse after 2020.  https://t.co/04frpmtnvk,0
some lessons are only delivered in the form of pain,1
selling_theta not seeing the 15 days to exp vix weeklies yet on tos. are you?,0
"st. cathrine's church, hamburg. the shaft of the tower is the second oldest upstanding building of_ https://t.co/zxostxgt1g",0
money_tsa get the fuck out here___,1
robertbuckley googlefacts you always have the best answers,1
help me escape the pain,1
the happiness stand https://t.co/7hxrijjvy9 via youtube health soda,1
starting the new episode of the walking dead. i'm not ready for this. not ready,1
i can always count on the pats for earning me a free dunks coffee every monday __,1
what the hell?! thewalkingdead season6 episode3,0
"tenacious: woolyboy has added a photo to the pool:

blue tit....photographed at wetlands wildlife trust, 
aru... https://t.co/m1hlsbroh4",0
this 6th grader just mugged me and i was just sitting on the chair eating __,1
goonerificshen it makes me uncomfortable knowing that he is an aspiring politician and therefore the 'future of jamaica' _٪_٪,1
when you're still annoyed about the tennant/big finish news https://t.co/xbtmneke29,0
"riotlouism dcyph_rayq lol fam, like do that to me whilst i'm ripping the playstation nation",0
"t5tq3nxcgsosfpz great to meet you! here is the link to my new song ""get to know ya""  https://t.co/mqmmzjnxzt",0
"yasirshah has now taken 69 test wickets, the most by a spinner in his first 11 tests and the third most by any bowler
worldclass
pakveng",0
"messy bun, short shorts when i pull up.  https://t.co/zxidddbgqh",0
"kellyfury just think, you can spoil the crap out of our firstborn! pudding may have to wait half a year, but still! there's a positive.",0
bickley_marotta how about the cards beat the 49ers worse then the seachickens,0
"harry_styles i love you very much and you mean so much to me_, i can't wait to hear made in the a.m., i am so so excited_ե_ٍ_! 
x2,085",1
maddyrenda tell her julian is looking for some females___ӵ,0
so clearly we both have things that are unfair to each other. this is going to be fun and evil at the same time.  https://t.co/7cakhf8zpy,1
"mistaphill tomleykis cumulusmedia when last trading, one media stock in the green is ticker out outfrontmediaus",0
we all get to the level of feeling fed up.. thats how i feel.,1
"the new oracle golden gate cloud service integrates public clouds with private clouds 
 oow15fr oow15leoff easyblogs",0
negro_senpai while i believe adaptation and change is now required in the day and age i don't believe in all out anarchy,0
news pro golfer nails himself in the groin with shot gone horribly wrong [video] https://t.co/tmbidvhxgl,0
when the hairdresser asks u what products you normally use in your hair but you suspect just saying 'shampoo' is not the acceptable answer,1
cptfussybuckets. seriously the struggle is real!treatyourfamily,1
another fun question  who the fuck business commutes to adelaide i'm so confused,0
"daniel purvis in 8th on floor, paul ruggeri 8th on vault.  will draggy bump them from the finals?",0
can someone send a pic of the ela worksheet?,0
"mrpr3sid3nt92 oh definitely, something definitely changed.. it was partly the company swallowing their pride and him needing money",0
"starling: chrispenrice has added a photo to the pool:

starling morecambe bay https://t.co/k5ezmkjxwd",0
djrdman thats good. just keep on trucking.  slow and steady wins the race. let me know when you get home. sending you a hug just because,1
" just announced: houston, tx - dec 1 at the bull 100.3's ten man jam https://t.co/kdnvz3xjaf",0
chinkichun lool.. yeah.. he was satisfied with the service.,1
"richardjixon you, sir, have upset the pfeif gods by not replying to my text. now im going to the nun plan again.",1
i need to make a run to the beauty supply ____ݍ,1
sitting in mcdonald's deciding if i should get food or make the healthy alternative and go home and eat a slice of toast.,0
olivianuzzi bpolitics try the veal,0
"hi harry_styles ,thank you for being
so nice. you're my fave art but even
the best artist couldn't draw you  .
follow me, please? 79,604",1
"amcor flexibles and colalife, a charity in the united kingdom, have partnered to create a kit designed to counter... https://t.co/4fjedputsv",1
maybe i'm the last human alive and everyone else is just a hallucination by a fairy trying to let me live a happy life.,0
nternetinspired indeed they do. i know from my niece and nephews around the same age as yours that they recover quickly. :,1
season 7 of the walking dead is gonna be filmed in illinois _,0
reliving the madness some 27 hours ago. next year we are winning it. bosco's! https://t.co/uh0ffvbqif,0
"purelysocialtip yes, the new features may saturate, but there is still potential for effective marketing through these mediums contentchat",1
me 100% of the time https://t.co/sfvqjve4p9,0
"robin: george findlay has added a photo to the pool:

singing robin . https://t.co/fz2i5hcqlm",1
"tell all the mesna people real life is the best iq test. be ready to argue. with ""smart"" people who have not solved or overcome anything.",0
i don't usually have my shit together for the week until about wednesday nomoremondays,1
"cfbalbert i was thinking the same thing earlier! lol i'm gonna give it a shot probably tomorrow, thanks! __",1
"probs_accutane i think i'm going on it again for a 2nd time, after the 1st i was mostly clear for a year then it started coming back again.",0
"hello ! from the outside. i must have called you a thousand times before you changed your number,ah !_",1
ap_usvideoalert hello-- when will the ny new yorker marathon story be sent out? cannot get an answer by phone/email. help!,1
adi_pie warandpeace dandygeek you forgot the snes version. plays like super metroid.,0
"totally delighted that nigelrefowens is reffing the rugbyworldcup final...
even better that he's from wales
https://t.co/dofm9kc1b3",0
after the free market! earth fest. https://t.co/qug2wtajmr https://t.co/wn9ovndlp9,0
rzarodr6 might have been out of line at the moment but they sicing it,0
kaylaholguin_ and then we can swoop ruby up and bam. my mom works across the street if we ever need anything.,1
mattjeziorski ah right i see.. got plenty of teams around you we only have the big 3 north east teams up here,0
"found a transponder snail!
candid pics from the alubarna baths...!
trecru https://t.co/prwqhznvhl",0
worldmusicaward selena's has the world's best selling album of the week. congrats to my baby_ https://t.co/7ymaiqeopd,1
"i had no idea i'd be this scared of 2 stuffed bears
onedirection artist of the year amas  https://t.co/u7wpciswji",1
jbrading tiepod have to take jabs when the opportunity is there.,0
thank you rolanddickeyjr for sharing via forbes.  did you have a fav part from the interview with jaime eventualmillion ?,0
truth be told the whole industry is a damn scam ran by pricks with big heads like a nba jam man,0
happyhcrry i mean. you could be lucas if we're talking about the musical,1
an apology for the iraq war is nowhere near enough https://t.co/uiylkdumgp,0
tatari_bot i saw some shoes the other day that i thought would fit you perfectly! maybe they'll still be there?,1
i'm looking for one of the hottest in the area! if you looking to work with some exposure send your beats over asap! sylah.j ft nazzi twazzi,1
"""perhaps we need a separate classification scheme for scientific organizations that are confusogenic to humans.۝"" https://t.co/ihrvic73ry",0
why i gotta be hurt cuz im spitting the https://t.co/goknttagko,0
posted in the booth with the boof,0
"""following ryan's plan, in 35 years we would have nothing left over after paying for the military."" - deanbaker13 https://t.co/d4lfgayqcf",0
"the amount of times i'm like ""she was 17 this whole time!!??""

too much force ripe mayyyn",1
disableddenied i swear i'm the worst jew around.,1
i need someone to go to the show with,0
photoset: theperfectbaiter: look whose up next!!! cristain monge the puerto rican twerker is back!!!!... https://t.co/nkrwqeyjov,0
i seem to keep buying the smashing pumpkins - 'mellon collie' on cd and gifting it to people spontaneously then buying it again,0
sqaishey ignore all of the haters! what you did was amazing and i'm sure you're hair looks great! stay strong because your amazing xx __ِ,1
mikel۪s obi f!anc̩e olga sh0ws off lovely photos of the!r twink!ds https://t.co/fj3o236wfc https://t.co/ft9vccwg0f,1
"thuotila throwing in a garyvee quote, ""marketers ruin everything"". goes also with the impact of evil guys harassing the good guys cables",0
"congratulations to my favorite girl group, i love you guys .. 4thimpactmusic for the win -cherylofficial thank you https://t.co/huzswdrzev",0
"we don't need a beeeeeeddddd no, don't need a master room, don't need to set the mood she like yeahhhh",1
i۪m ready to engage with my 3 new followers in the past day. i know them via https://t.co/ysaf6czhf1,1
"""be a master of the mind,
not mastered by the mind.""
         zen proverb
|
buddhist wisdom",1
"i want to throw out all this pain i have, in the form of blades and daggers and anything else that can kill the ones who hurt me.",0
uploading my videos to youtube today!! : keep on the lookout for them! on my channels at oceanamermaid426 &amp; ck dep : love you all! :,0
nowplaying waste the night__ 5sos,0
~i had already made sandwiches in the fridge for this weeks lunches.pulling one out of the fridge .~heads up! https://t.co/3rj3d4absd,1
in the morlimi forest north of her home tanwen umadon watch in wonder as she again can conjure fire  https://t.co/ehstr19pxy,0
brothersthegame will the game be available for the new tv now that you've made an ios port?,0
buy the stuff i will https://t.co/tphhoakuyv,1
why the fuck is my tap water yellow bro,1
he was at the state assembly  https://t.co/ffnmsz0kac,0
i know it's unpopular but tristan thompson is a really important player for the cavs.  also a reminder that dennis rodman is a hall of famer,0
i've been putting off the watching last episode of teen wolf for so long because i know shit goes down and im not emotionally ready for that,1
omg_kurztay i think you're missing the tail _ https://t.co/7qjrrjyxod,1
"anythingrelated: ""tolkien-notated middle-earth map found in copy of 'the lord of the rings'"" https://t.co/nni82vj8ca",0
